变量数n,我们的总复杂度,基线总复杂度,加速比
2.0,122.71905697445972,1825.04816955684,14.871758425724124
3.0,120.12307692307692,3900.451745379877,32.47046150738883
4.0,132.1290322580645,5680.956175298805,42.99551792828685
5.0,142.05780346820808,7372.403100775194,51.89720607235142
6.0,151.1145631067961,9042.737642585551,59.8402791675005
7.0,157.53846153846155,11085.04854368932,70.3640776699029
