application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector,noise_model,noise_single_qubit_error,noise_two_qubit_error,noise_readout_error
Func-6,1,method,cobyla_iteration,1,256,1.0,1.0,2.946467393866494,2.946467393866494,0.2533911724582284,0.2533911724582284,25.33911724582284,25.33911724582284,2.946467393866494,94.53125,41.40625,22.384375000000002,-11.500000000000002,0.9453125,0.9453125,10.505330578512396,11.500000000000002,COBYLA,aer_noise,14,2,0.628318530718;0.628318530718,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,2,method,cobyla_iteration,2,256,1.0,1.0,3.0093410352255137,3.0093410352255137,0.24941754548045145,0.24941754548045145,24.941754548045143,24.941754548045143,3.0093410352255137,94.53125,5.859375,23.107421874999996,-11.500000000000002,0.9453125,0.9453125,9.78194214876033,11.500000000000002,COBYLA,aer_noise,14,2,1.22831853072;0.628318530718,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,3,method,cobyla_iteration,3,256,1.0,1.0,2.750414404565578,2.750414404565578,0.2666372011537304,0.2666372011537304,26.663720115373042,26.663720115373042,2.750414404565578,94.921875,8.984375,20.129765625,-11.500000000000002,0.94921875,0.94921875,9.56716049382716,11.500000000000002,COBYLA,aer_noise,14,2,0.628318530718;1.22831853072,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,4,method,cobyla_iteration,4,256,1.0,1.0,3.0090285352252417,3.0090285352252417,0.24943698734332315,0.24943698734332315,24.943698734332315,24.943698734332315,3.0090285352252417,94.140625,84.765625,23.103828125,-11.500000000000002,0.94140625,0.94140625,11.368713692946061,11.500000000000002,COBYLA,aer_noise,14,2,0.302110017445;0.124743307074,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,5,method,cobyla_iteration,5,256,1.0,1.0,3.0948437526911685,3.0948437526911685,0.24420956217017825,0.24420956217017825,24.420956217017824,24.420956217017824,3.0948437526911685,94.140625,32.03125,24.090703125,-11.500000000000002,0.94140625,0.94140625,10.317510373443984,11.500000000000002,COBYLA,aer_noise,14,2,-0.351116893841;-0.881882046457,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,6,method,cobyla_iteration,6,256,1.0,1.0,3.034300274377652,3.034300274377652,0.24787445950692505,0.24787445950692505,24.787445950692504,24.787445950692504,3.034300274377652,94.140625,69.921875,23.394453125,-11.500000000000002,0.94140625,0.94140625,11.05489626556017,11.500000000000002,COBYLA,aer_noise,14,2,-0.127415165498;0.543680196375,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,7,method,cobyla_iteration,7,256,1.0,1.0,3.002663046089272,3.002663046089272,0.24983367035529797,0.24983367035529797,24.983367035529795,24.983367035529795,3.002663046089272,94.140625,90.625,23.030625,-11.500000000000002,0.94140625,0.94140625,11.446473029045645,11.500000000000002,COBYLA,aer_noise,14,2,0.184474967037;-0.15123132023,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,8,method,cobyla_iteration,8,256,1.0,1.0,3.0125747308804995,3.0125747308804995,0.24921654226252002,0.24921654226252002,24.921654226252002,24.921654226252002,3.0125747308804995,94.140625,82.421875,23.144609374999998,-11.500000000000002,0.94140625,0.94140625,11.325394190871371,11.500000000000002,COBYLA,aer_noise,14,2,0.30857727092;-0.235484617917,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,9,method,cobyla_iteration,9,256,1.0,1.0,3.002819296089408,3.002819296089408,0.24982391810116422,0.24982391810116422,24.98239181011642,24.98239181011642,3.002819296089408,94.140625,90.625,23.032421874999997,-11.500000000000002,0.94140625,0.94140625,11.444564315352698,11.500000000000002,COBYLA,aer_noise,14,2,0.1676243075;-0.176051781007,depolarizing_readout,5e-05,0.0005,0.0001
Func-6,10,method,cobyla_iteration,10,256,1.0,1.0,3.001046198261779,3.001046198261779,0.24993462970621075,0.24993462970621075,24.993462970621074,24.993462970621074,3.001046198261779,94.140625,91.796875,23.01203125,-11.500000000000002,0.94140625,0.94140625,11.466224066390044,11.500000000000002,COBYLA,aer_noise,14,2,0.151863624519;-0.100867639475,depolarizing_readout,5e-05,0.0005,0.0001
