application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector
Func-10,11,method,cobyla_iteration,11,256,1.0,1.0,0.02784559971170839,0.021082899697556997,0.9729087717848687,0.979352411343093,97.29087717848687,97.93524113430931,0.02784559971170839,100.0,1.5625,-8.595691992187502,-8.8419,1.0,1.0,-8.595691992187502,-8.8419,COBYLA,ddsim,10,7,0.990062104912;0.589457984705;0.446341298071;0.576241380779;1.70020727513;0.198755131542;0.322795497103
Func-10,12,method,cobyla_iteration,12,256,1.0,1.0,0.02650172318195394,0.021082899697556997,0.9741824854421054,0.979352411343093,97.41824854421054,97.93524113430931,0.02650172318195394,100.0,0.390625,-8.6075744140625,-8.8419,1.0,1.0,-8.6075744140625,-8.8419,COBYLA,ddsim,10,7,0.428459225641;0.591895204973;0.163113173808;0.579507507953;1.56129752887;0.335010355418;0.451271270509
Func-10,13,method,cobyla_iteration,13,256,1.0,1.0,0.029889004200046462,0.021082899697556997,0.9709784218705565,0.979352411343093,97.09784218705565,97.93524113430931,0.029889004200046462,100.0,5.859375,-8.5776244140625,-8.8419,1.0,1.0,-8.5776244140625,-8.8419,COBYLA,ddsim,10,7,0.117155660908;0.559307554743;0.586152989353;0.535836686997;1.93442059742;-0.00261955393536;0.217659046496
Func-10,14,method,cobyla_iteration,14,256,1.0,1.0,0.01668882679818682,0.01668882679818682,0.9835851183190985,0.9835851183190985,98.35851183190985,98.35851183190985,0.01668882679818682,100.0,4.296875,-8.694339062500001,-8.8419,1.0,1.0,-8.694339062500001,-8.8419,COBYLA,ddsim,10,7,0.421140575338;0.591895204973;0.43963194986;0.280714280811;1.58199913957;0.314308744715;0.430569659805
Func-10,15,method,cobyla_iteration,15,256,1.0,1.0,0.015153081509803362,0.015153081509803362,0.98507310691776,0.98507310691776,98.507310691776,98.507310691776,0.015153081509803362,100.0,0.390625,-8.707917968750001,-8.8419,1.0,1.0,-8.707917968750001,-8.8419,COBYLA,ddsim,10,7,0.352065480192;0.581741823689;-0.15399473453;0.255880636113;1.61928390287;0.288082636325;0.436752491981
Func-10,16,method,cobyla_iteration,16,256,1.0,1.0,0.01866247287761957,0.015153081509803362,0.9816794341850055,0.98507310691776,98.16794341850054,98.507310691776,0.01866247287761957,100.0,0.390625,-8.676888281250001,-8.8419,1.0,1.0,-8.676888281250001,-8.8419,COBYLA,ddsim,10,7,0.455171676614;0.563115120378;-0.149215047121;-0.313632100003;1.7367292522;0.190924743789;0.3990498394
Func-10,17,method,cobyla_iteration,17,256,1.0,1.0,0.015564828419870023,0.015153081509803362,0.98467372246035,0.98507310691776,98.467372246035,98.507310691776,0.015564828419870023,100.0,0.390625,-8.70427734375,-8.8419,1.0,1.0,-8.70427734375,-8.8419,COBYLA,ddsim,10,7,0.350294017074;0.282012959866;-0.149484224722;0.262994327349;1.61385187416;0.293514665038;0.442184520694
Func-10,1,baseline,cobyla_iteration,1,256,1.0,1.0,368.4372648992295,368.4372648992295,0.0027068195198791532,0.0027068195198791532,0.27068195198791534,0.27068195198791534,368.4372648992295,0.390625,0.390625,3248.8435488281248,-8.8419,0.00390625,0.00390625,-8.8419,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,2,baseline,cobyla_iteration,2,256,1.0,1.0,174.03630509700835,174.03630509700835,0.0057131004876147355,0.0057131004876147355,0.5713100487614735,0.5713100487614735,174.03630509700835,5.078125,0.0,1529.969704296875,-8.8419,0.05078125,0.05078125,-8.200492307692308,-8.8419,COBYLA,ddsim,10,28,1.04879895051;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,3,baseline,cobyla_iteration,3,256,1.0,1.0,341.0476025475478,174.03630509700835,0.0029235696802201406,0.0057131004876147355,0.29235696802201405,0.5713100487614735,341.0476025475478,3.125,0.0,3006.666893554687,-8.8419,0.03125,0.05078125,-8.34799375,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.824399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,4,baseline,cobyla_iteration,4,256,1.0,1.0,313.2505935658279,174.03630509700835,0.0031821737825628773,0.0057131004876147355,0.3182173782562877,0.5713100487614735,313.2505935658279,0.0,0.0,2760.888520117188,-8.8419,0.0,0.05078125,-17.236479882812503,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.749599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,5,baseline,cobyla_iteration,5,256,1.0,1.0,344.28438830285705,174.03630509700835,0.0028961633768477147,0.0057131004876147355,0.28961633768477146,0.5713100487614735,344.28438830285705,0.0,0.0,3035.286229492188,-8.8419,0.0,0.05078125,-17.838770507812498,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.712199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,6,baseline,cobyla_iteration,6,256,1.0,1.0,316.94780430278445,174.03630509700835,0.003145170328170253,0.0057131004876147355,0.3145170328170253,0.5713100487614735,316.94780430278445,1.5625,0.0,2793.578887695312,-8.8419,0.015625,0.05078125,-8.5181125,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.689759790103;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,7,baseline,cobyla_iteration,7,256,1.0,1.0,338.45938082120705,174.03630509700835,0.0029458605550414857,0.0057131004876147355,0.29458605550414857,0.5713100487614735,338.45938082120705,0.0,0.0,2983.7820958984366,-8.8419,0.0,0.05078125,-17.780404101562503,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.674799825085;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,8,baseline,cobyla_iteration,8,256,1.0,1.0,331.7413305182824,174.03630509700835,0.00300533750478904,0.0057131004876147355,0.30053375047890396,0.5713100487614735,331.7413305182824,0.390625,0.0,2924.3817669921877,-8.8419,0.00390625,0.05078125,-7.9388499999999995,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.664114135788;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,9,baseline,cobyla_iteration,9,256,1.0,1.0,347.28050969011815,174.03630509700835,0.0028712488128886334,0.0057131004876147355,0.2871248812888633,0.5713100487614735,347.28050969011815,0.390625,0.0,3061.7776351562507,-8.8419,0.00390625,0.05078125,-8.780600000000002,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.656099868814;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,10,baseline,cobyla_iteration,10,256,1.0,1.0,384.2991432897826,174.03630509700835,0.0025953859940142723,0.0057131004876147355,0.2595385994014272,0.5713100487614735,384.2991432897826,1.171875,0.0,3389.092691210937,-8.8419,0.01171875,0.05078125,-8.721766666666667,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.649866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,11,baseline,cobyla_iteration,11,256,1.0,1.0,383.2221255873352,174.03630509700835,0.0026026611519869283,0.0057131004876147355,0.2602661151986928,0.5713100487614735,383.2221255873352,0.390625,0.0,3379.569808398438,-8.8419,0.00390625,0.05078125,-8.7806,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.644879895051;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,12,baseline,cobyla_iteration,12,256,1.0,1.0,381.6786494193738,174.03630509700835,0.0026131585901572204,0.0057131004876147355,0.261315859015722,0.5713100487614735,381.6786494193738,1.171875,0.0,3365.922546484375,-8.8419,0.01171875,0.05078125,-8.742200000000002,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.640799904592;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,13,baseline,cobyla_iteration,13,256,1.0,1.0,367.2199034392013,174.03630509700835,0.002715768459716397,0.0057131004876147355,0.27157684597163967,0.5713100487614735,367.2199034392013,0.78125,0.0,3238.079760546875,-8.8419,0.0078125,0.05078125,-8.386225,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.637399912543;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,14,baseline,cobyla_iteration,14,256,1.0,1.0,341.14314461864757,174.03630509700835,0.0029227532853671498,0.0057131004876147355,0.29227532853671495,0.5713100487614735,341.14314461864757,0.390625,0.0,3007.5116669921886,-8.8419,0.00390625,0.05078125,-7.8567,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.634522996193;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,15,baseline,cobyla_iteration,15,256,1.0,1.0,362.1090982093247,174.03630509700835,0.0027539932349024236,0.0057131004876147355,0.2753993234902424,0.5713100487614735,362.1090982093247,0.390625,0.0,3192.8905318359375,-8.8419,0.00390625,0.05078125,-7.147600000000001,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.632057067894;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,16,baseline,cobyla_iteration,16,256,1.0,1.0,266.11948854727984,174.03630509700835,0.003743642987033502,0.0057131004876147355,0.3743642987033502,0.5713100487614735,266.11948854727984,0.0,0.0,2344.1600031249986,-8.8419,0.0,0.05078125,-15.214996875,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;1.22831853072;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
Func-10,17,baseline,cobyla_iteration,17,256,1.0,1.0,253.84267932542656,174.03630509700835,0.003923989508535302,0.0057131004876147355,0.39239895085353016,0.5713100487614735,253.84267932542656,0.0,0.0,2235.6096837890623,-8.8419,0.0,0.05078125,-15.952816210937515,-8.8419,COBYLA,ddsim,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.914159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513
