变量数n,我们的总复杂度,基线总复杂度,复杂度降低比例
2.0,122.71905697445972,1825.04816955684,0.9327584559018743
3.0,120.12307692307692,3900.451745379877,0.9692027783537217
4.0,132.1290322580645,5680.956175298805,0.9767417617420513
5.0,142.05780346820808,7372.403100775194,0.9807311399653024
6.0,151.1145631067961,9042.737642585551,0.9832888480148818
7.0,157.53846153846155,11085.04854368932,0.9857882028285616
