asset,capital_weight,standalone_es,src,src_share,portfolio_es,role,attribution_method
TSLA,0.5,0.08374483945869987,0.053220508054431154,1.267546384048263,0.041987030000792666,Risk,quantum_rs
TLT,0.5,0.019290853350630608,-0.011233478053638113,-0.2675463840482629,0.041987030000792666,Hedge,quantum_rs
