application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector
Func-8,1,method,cobyla_iteration,1,256,0.8571428571428578,0.8571428571428578,0.06977546138896597,0.06977546138896597,0.9347756011356144,0.9347756011356144,93.47756011356144,93.47756011356144,0.06977546138896597,100.0,0.0,-6.4278515625,-6.91,1.0,1.0,6.4278515625,6.800000000000001,COBYLA,ddsim,11,7,0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718
Func-8,2,method,cobyla_iteration,2,256,0.8571428571428578,0.8571428571428578,0.061951655299495964,0.061951655299495964,0.941662452343912,0.941662452343912,94.1662452343912,94.1662452343912,0.061951655299495964,100.0,0.0,-6.4819140625,-6.91,1.0,1.0,6.4819140625,6.800000000000001,COBYLA,ddsim,11,7,1.22831853072;0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718
Func-8,3,method,cobyla_iteration,3,256,0.8571428571428578,0.8571428571428578,0.059113829680338355,0.059113829680338355,0.9441855747477302,0.9441855747477302,94.41855747477302,94.41855747477302,0.059113829680338355,100.0,0.0,-6.5015234375,-6.91,1.0,1.0,6.5015234375,6.800000000000001,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;0.628318530718;0.628318530718;0.628318530718;0.628318530718;0.628318530718
Func-8,4,method,cobyla_iteration,4,256,0.8571428571428578,0.8571428571428578,0.05795495666853091,0.05795495666853091,0.9452198259451146,0.9452198259451146,94.52198259451146,94.52198259451146,0.05795495666853091,100.0,0.0,-6.509531250000001,-6.91,1.0,1.0,6.509531250000001,6.800000000000001,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;1.22831853072;0.628318530718;0.628318530718;0.628318530718;0.628318530718
Func-8,5,method,cobyla_iteration,5,256,1.0,1.0,0.047960383571577676,0.047960383571577676,0.9542345451951888,0.9542345451951888,95.42345451951888,95.42345451951888,0.047960383571577676,100.0,1.171875,-6.578593750000002,-6.91,1.0,1.0,6.578593750000002,6.91,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;1.22831853072;1.22831853072;0.628318530718;0.628318530718;0.628318530718
Func-8,6,method,cobyla_iteration,6,256,1.0,1.0,0.04959976490535435,0.047960383571577676,0.9527441158394058,0.9542345451951888,95.27441158394058,95.42345451951888,0.04959976490535435,100.0,0.390625,-6.567265624999999,-6.91,1.0,1.0,6.567265624999999,6.91,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;1.22831853072;1.22831853072;1.22831853072;0.628318530718;0.628318530718
Func-8,7,method,cobyla_iteration,7,256,1.0,1.0,0.04037400512355168,0.04037400512355168,0.9611927970857393,0.9611927970857393,96.11927970857394,96.11927970857394,0.04037400512355168,100.0,0.0,-6.631015624999998,-6.91,1.0,1.0,6.631015624999998,6.91,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;1.22831853072;1.22831853072;0.628318530718;1.22831853072;0.628318530718
Func-8,8,method,cobyla_iteration,8,256,1.0,1.0,0.03708958941691673,0.03708958941691673,0.9642368510923249,0.9642368510923249,96.4236851092325,96.4236851092325,0.03708958941691673,100.0,0.78125,-6.653710937500001,-6.91,1.0,1.0,6.653710937500001,6.91,COBYLA,ddsim,11,7,1.22831853072;1.22831853072;1.22831853072;1.22831853072;0.628318530718;1.22831853072;1.22831853072
Func-8,9,method,cobyla_iteration,9,256,1.0,1.0,0.03588549209245369,0.03588549209245369,0.9653576651411865,0.9653576651411865,96.53576651411865,96.53576651411865,0.03588549209245369,100.0,0.390625,-6.66203125,-6.91,1.0,1.0,6.66203125,6.91,COBYLA,ddsim,11,7,1.53037336646;1.33787888299;1.27305931202;1.61418048852;0.565026693749;1.52120696249;1.35512045237
Func-8,10,method,cobyla_iteration,10,256,1.0,1.0,0.0411032471651276,0.03588549209245369,0.9605195284165623,0.9653576651411865,96.05195284165623,96.53576651411865,0.0411032471651276,100.0,0.0,-6.625976562500001,-6.91,1.0,1.0,6.625976562500001,6.91,COBYLA,ddsim,11,7,1.02733227582;1.40699168271;1.30128266649;1.85758971143;0.525100972796;1.70596667807;1.43510956918
