application_id,case_index,n,modulus,base,bit_length_n,work_qubits,method_phase_qubits,baseline_phase_qubits,method_algorithm,baseline_algorithm,method_operation_count,baseline_operation_count,method_two_qubit_count,baseline_two_qubit_count,method_depth,baseline_depth,method_measurement_space,baseline_measurement_space,method_candidate_space,baseline_candidate_space,method_search_space,baseline_search_space,method_measurement_space_log2,baseline_measurement_space_log2,method_success_probability,baseline_success_probability,method_noisy_success_probability,baseline_noisy_success_probability,method_iterations,baseline_iterations,method_noisy_iterations,baseline_noisy_iterations,method_complexity,baseline_complexity,method_success_adjusted_complexity,baseline_success_adjusted_complexity,method_noisy_complexity,baseline_noisy_complexity,operation_speedup,two_qubit_speedup,depth_speedup,measurement_space_reduction,search_space_reduction,candidate_space_reduction,complexity_speedup,noisy_complexity_speedup,success_improvement,noisy_success_improvement,noisy_error_reduction,resource_basis_gates,shots
Func-4,1,2,15,2,4,4,2,2,optimized_shor_period_finding,generic_shor_period_finding,94,1344,37,477,61,925,4,4,3,3,4,4,2,2,0.4970703125,0.5068359375,0.53515625,0.49609375,2.011787819253438,1.9730250481695568,1.8686131386861313,2.015748031496063,122.71905697445972,1825.04816955684,122.71905697445972,1825.04816955684,113.98540145985402,1864.5669291338581,14.297872340425531,12.891891891891891,15.163934426229508,1.0,1.0,1.0,14.871758425724124,16.35794501097199,-0.019267822736030827,0.07874015748031496,0.07751937984496124,"u1,u2,u3,cx,measure",1024
Func-4,2,3,15,2,4,4,2,3,optimized_shor_period_finding,generic_shor_period_finding,94,2697,37,953,61,1855,4,8,3,4,4,8,2,3,0.5078125,0.4755859375,0.4296875,0.44921875,1.9692307692307693,2.102669404517454,2.327272727272727,2.226086956521739,120.12307692307692,3900.451745379877,120.12307692307692,3900.451745379877,141.96363636363637,4129.391304347826,28.69148936170213,25.756756756756758,30.40983606557377,2.0,2.0,1.3333333333333333,32.47046150738883,29.08766928011404,0.06776180698151951,-0.043478260869565216,-0.03546099290780142,"u1,u2,u3,cx,measure",1024
Func-4,3,4,15,2,4,4,3,4,optimized_shor_period_finding,generic_shor_period_finding,104,4058,41,1434,68,2785,8,16,4,8,8,16,3,4,0.5146484375,0.490234375,0.546875,0.46875,1.9430740037950665,2.039840637450199,1.8285714285714285,2.1333333333333333,132.1290322580645,5680.956175298805,132.1290322580645,5680.956175298805,124.34285714285714,5941.333333333333,39.01923076923077,34.97560975609756,40.955882352941174,2.0,2.0,2.0,42.99551792828685,47.78186274509804,0.049800796812749,0.16666666666666666,0.14705882352941177,"u1,u2,u3,cx,measure",1024
Func-4,4,5,15,2,4,4,4,5,optimized_shor_period_finding,generic_shor_period_finding,120,5421,47,1914,72,3715,16,32,8,11,16,32,4,5,0.5068359375,0.50390625,0.52734375,0.3671875,1.9730250481695568,1.9844961240310077,1.8962962962962964,2.723404255319149,142.05780346820808,7372.403100775194,142.05780346820808,7372.403100775194,136.53333333333333,10117.446808510638,45.175,40.723404255319146,51.59722222222222,2.0,2.0,1.375,51.89720607235142,74.10239361702128,0.005813953488372093,0.43617021276595747,0.25308641975308643,"u1,u2,u3,cx,measure",1024
Func-4,5,6,15,2,4,4,5,6,optimized_shor_period_finding,generic_shor_period_finding,141,6792,55,2399,76,4645,32,64,11,15,32,64,5,6,0.5029296875,0.513671875,0.515625,0.390625,1.9883495145631067,1.946768060836502,1.9393939393939394,2.56,151.1145631067961,9042.737642585551,151.1145631067961,9042.737642585551,147.3939393939394,11891.2,48.170212765957444,43.61818181818182,61.11842105263158,2.0,2.0,1.3636363636363635,59.8402791675005,80.67631578947368,-0.02091254752851711,0.32,0.20512820512820512,"u1,u2,u3,cx,measure",1024
Func-4,6,7,15,2,4,4,6,7,optimized_shor_period_finding,generic_shor_period_finding,167,8165,65,2883,80,5575,64,128,15,15,64,128,6,7,0.5078125,0.5029296875,0.51953125,0.35546875,1.9692307692307693,1.9883495145631067,1.9248120300751879,2.8131868131868134,157.53846153846155,11085.04854368932,157.53846153846155,11085.04854368932,153.98496240601503,15683.516483516485,48.89221556886228,44.353846153846156,69.6875,2.0,2.0,1.0,70.3640776699029,101.85096153846156,0.009708737864077669,0.46153846153846156,0.2545454545454545,"u1,u2,u3,cx,measure",1024
