application_id,case_index,method_label,parameter_name,parameter_value,shots,success_probability,best_normalized_accuracy,ARG,best_ARG,precision_score,best_precision_score,precision_percent,best_precision_percent,approximation_ratio_gap,in_constraints_probs,best_solution_probs,mean_cost,best_cost,feasible_probability,best_feasible_probability,sampled_expected_objective,best_objective,optimizer,simulation_backend,problem_n,parameter_count,parameter_vector,noise_model,noise_single_qubit_error,noise_two_qubit_error,noise_readout_error
Func-10,11,method,cobyla_iteration,11,256,1.0,1.0,0.5519560546822019,0.5519560546822019,0.6443481418066136,0.6443481418066136,64.43481418066136,64.43481418066136,0.5519560546822019,98.828125,1.5625,-3.961559765625001,-8.8419,0.98828125,0.98828125,-8.620596442687749,-8.8419,COBYLA,aer_noise,10,7,0.990062104912;0.589457984705;0.446341298071;0.576241380779;1.70020727513;0.198755131542;0.322795497103,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,12,method,cobyla_iteration,12,256,1.0,1.0,0.549580425219218,0.549580425219218,0.6453359785172368,0.6453359785172368,64.53359785172368,64.53359785172368,0.549580425219218,98.828125,0.78125,-3.982564843750001,-8.8419,0.98828125,0.98828125,-8.641703162055338,-8.8419,COBYLA,aer_noise,10,7,0.428459225641;0.591895204973;0.163113173808;0.579507507953;1.56129752887;0.335010355418;0.451271270509,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,13,method,cobyla_iteration,13,256,1.0,1.0,0.5476489699444114,0.5476489699444114,0.6461413533819094,0.6461413533819094,64.61413533819093,64.61413533819093,0.5476489699444114,98.828125,8.59375,-3.999642578125,-8.8419,0.98828125,0.98828125,-8.661580039525692,-8.8419,COBYLA,aer_noise,10,7,0.117155660908;0.559307554743;0.586152989353;0.535836686997;1.93442059742;-0.00261955393536;0.217659046496,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,14,method,cobyla_iteration,14,256,1.0,1.0,0.5419548459374738,0.5419548459374738,0.6485274213020307,0.6485274213020307,64.85274213020307,64.85274213020307,0.5419548459374738,98.828125,2.34375,-4.049989453125,-8.8419,0.98828125,0.98828125,-8.709464822134388,-8.8419,COBYLA,aer_noise,10,7,0.421140575338;0.591895204973;0.43963194986;0.280714280811;1.58199913957;0.314308744715;0.430569659805,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,15,method,cobyla_iteration,15,256,1.0,1.0,0.538731358016921,0.538731358016921,0.649886021227757,0.649886021227757,64.9886021227757,64.9886021227757,0.538731358016921,98.828125,0.78125,-4.078491210937501,-8.8419,0.98828125,0.98828125,-8.734987549407114,-8.8419,COBYLA,aer_noise,10,7,0.352065480192;0.581741823689;-0.15399473453;0.255880636113;1.61928390287;0.288082636325;0.436752491981,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,16,method,cobyla_iteration,16,256,1.0,1.0,0.5420324902716412,0.5420324902716412,0.6484947666853906,0.6484947666853906,64.84947666853907,64.84947666853907,0.5420324902716412,98.828125,0.0,-4.049302929687501,-8.8419,0.98828125,0.98828125,-8.70919624505929,-8.834500000000002,COBYLA,aer_noise,10,7,0.455171676614;0.563115120378;-0.149215047121;-0.313632100003;1.7367292522;0.190924743789;0.3990498394,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,17,method,cobyla_iteration,17,256,1.0,1.0,0.5406318218263403,0.5406318218263403,0.6490843469756137,0.6490843469756137,64.90843469756136,64.90843469756136,0.5406318218263403,98.828125,0.390625,-4.061687500000001,-8.8419,0.98828125,0.98828125,-8.71841067193676,-8.8419,COBYLA,aer_noise,10,7,0.350294017074;0.282012959866;-0.149484224722;0.262994327349;1.61385187416;0.293514665038;0.442184520694,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,1,baseline,cobyla_iteration,1,256,1.0,1.0,353.6025695813499,353.6025695813499,0.0028200585268759273,0.0028200585268759273,0.2820058526875927,0.2820058526875927,353.6025695813499,0.390625,0.0,3117.676656445312,-8.8419,0.00390625,0.00390625,-8.665400000000002,-8.665400000000002,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,2,baseline,cobyla_iteration,2,256,1.0,1.0,168.05357367610875,168.05357367610875,0.00591528459443223,0.00591528459443223,0.591528459443223,0.591528459443223,168.05357367610875,3.90625,0.390625,1477.0709914062504,-8.8419,0.0390625,0.0390625,-8.411620000000001,-8.8419,COBYLA,aer_noise,10,28,1.04879895051;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,3,baseline,cobyla_iteration,3,256,1.0,1.0,345.6187094547623,345.6187094547623,0.002885014492071183,0.002885014492071183,0.2885014492071183,0.2885014492071183,345.6187094547623,1.5625,0.390625,3047.084163671876,-8.8419,0.015625,0.015625,-8.501125,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.824399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,4,baseline,cobyla_iteration,4,256,1.0,1.0,306.1783480342075,306.1783480342075,0.0032554377819905447,0.0032554377819905447,0.32554377819905445,0.32554377819905445,306.1783480342075,0.390625,0.0,2698.356432421876,-8.8419,0.00390625,0.00390625,-7.8567,-7.8567,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.749599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,5,baseline,cobyla_iteration,5,256,1.0,1.0,334.9486433237397,334.9486433237397,0.002976645448263774,0.002976645448263774,0.29766454482637744,0.29766454482637744,334.9486433237397,0.390625,0.0,2952.7405060546876,-8.8419,0.00390625,0.00390625,-8.665400000000002,-8.665400000000002,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.712199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,6,baseline,cobyla_iteration,6,256,1.0,1.0,309.01551797278785,309.01551797278785,0.0032256449823514213,0.0032256449823514213,0.3225644982351421,0.3225644982351421,309.01551797278785,0.78125,0.390625,2723.442405273438,-8.8419,0.0078125,0.0078125,-8.811250000000001,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.689759790103;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,7,baseline,cobyla_iteration,7,256,1.0,1.0,324.1928361559795,324.1928361559795,0.003075098491777192,0.003075098491777192,0.3075098491777192,0.3075098491777192,324.1928361559795,0.390625,0.390625,2857.638734765627,-8.8419,0.00390625,0.00390625,-8.8419,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.674799825085;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,8,baseline,cobyla_iteration,8,256,1.0,1.0,319.93801254937483,319.93801254937483,0.0031158664941447365,0.0031158664941447365,0.31158664941447367,0.31158664941447367,319.93801254937483,0.78125,0.390625,2820.0180099609374,-8.8419,0.0078125,0.0078125,-8.75365,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.664114135788;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,9,baseline,cobyla_iteration,9,256,1.0,1.0,333.6952264193868,333.6952264193868,0.0029877928367790913,0.0029877928367790913,0.2987792836779091,0.2987792836779091,333.6952264193868,0.78125,0.390625,2941.657919140624,-8.8419,0.0078125,0.0078125,-8.75365,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.656099868814;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,10,baseline,cobyla_iteration,10,256,1.0,1.0,366.3145471101047,366.3145471101047,0.0027224622816265543,0.0027224622816265543,0.2722462281626554,0.2722462281626554,366.3145471101047,1.171875,0.390625,3230.0746904296893,-8.8419,0.01171875,0.01171875,-8.446116666666667,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.649866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,11,baseline,cobyla_iteration,11,256,1.0,1.0,368.42421886184604,368.42421886184604,0.0027069151098996326,0.0027069151098996326,0.27069151098996325,0.27069151098996325,368.42421886184604,1.5625,0.390625,3248.7281970703143,-8.8419,0.015625,0.015625,-8.541362500000002,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.644879895051;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,12,baseline,cobyla_iteration,12,256,1.0,1.0,371.2660993927181,371.2660993927181,0.0026862505117476753,0.0026862505117476753,0.26862505117476754,0.26862505117476754,371.2660993927181,1.171875,0.390625,3273.8558205078134,-8.8419,0.01171875,0.01171875,-8.446116666666668,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.640799904592;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,13,baseline,cobyla_iteration,13,256,1.0,1.0,357.87551716479277,357.87551716479277,0.0027864815295851122,0.0027864815295851122,0.2786481529585112,0.2786481529585112,357.87551716479277,1.171875,0.390625,3155.457631640626,-8.8419,0.01171875,0.01171875,-8.446116666666668,-8.8419,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.637399912543;0.0345229961933;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,14,baseline,cobyla_iteration,14,256,1.0,1.0,347.4858527780209,347.4858527780209,0.0028695569476588816,0.0028695569476588816,0.28695569476588817,0.28695569476588817,347.4858527780209,0.78125,0.0,3063.5932582031246,-8.8419,0.0078125,0.0078125,-7.91145,-7.9918499999999995,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.634522996193;0.0320570678938;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,15,baseline,cobyla_iteration,15,256,1.0,1.0,352.2168485870873,352.2168485870873,0.002831122026030548,0.002831122026030548,0.2831122026030548,0.2831122026030548,352.2168485870873,0.0,0.0,3105.424249999999,-8.8419,0.0,0.0,-18.01325,,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.632057067894;0.628318530718;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,16,baseline,cobyla_iteration,16,256,1.0,1.0,260.98798216717466,260.98798216717466,0.003816968975935314,0.003816968975935314,0.38169689759353137,0.38169689759353137,260.98798216717466,0.0,0.0,2298.787736914062,-8.8419,0.0,0.0,-15.2747630859375,,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;1.22831853072;0.314159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
Func-10,17,baseline,cobyla_iteration,17,256,1.0,1.0,232.3130126490778,232.3130126490778,0.004286087555279582,0.004286087555279582,0.4286087555279582,0.4286087555279582,232.3130126490778,0.0,0.0,2045.246524218751,-8.8419,0.0,0.0,-15.690975781250007,,COBYLA,aer_noise,10,28,0.448798950513;0.224399475256;0.149599650171;0.112199737628;0.0897597901026;0.0747998250855;0.0641141357875;0.0560998688141;0.049866550057;0.0448798950513;0.0407999045921;0.0373999125427;0.0345229961933;0.0320570678938;0.628318530718;0.914159265359;0.209439510239;0.157079632679;0.125663706144;0.10471975512;0.0897597901026;0.0785398163397;0.0698131700798;0.0628318530718;0.0571198664289;0.0523598775598;0.0483321946706;0.0448798950513,depolarizing_readout,5e-05,0.0005,0.0001
