application_id,method_algorithm,baseline_algorithm,baseline_variant,method_qubits,baseline_qubits,method_depth,baseline_depth,method_size,baseline_size,method_clbits,baseline_clbits
Func-4,shor_period_finding,shor_period_finding,generic_permutation_baseline,8,8,14,14,25,25,4,4
